,title,address,unit_type,Price,Bedrooms,Bathrooms,Lat,Lon,Hydro Inc.,Heat Inc.,Water Inc.,Laundry Inc.,Yard Inc.,Parking Inc.,Gym Inc.,SQFT,Furnished,Air Conditioning,Walk Score,Transit Score,Bike Score,img_1,"img_2""",img_3
,"
                            Dufferin Mall/Subway - Basement Unit 1 BDRM Avail Sept 1
                        ",", Toronto M6H 4B7 ON, Canada",Apartment,1250,1,1,43.6641979,-79.4368082,1,1,1,1,1,0,0,750,0,1,82,85,80,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/vAQAAOSwcRdfCPxx/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/L4gAAOSwbQNfCPx0/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/2uUAAOSwr0tfCPx2/$_2.JPG
,"
                            Furnished Bachelor - Studio -  subway.  Private patio 
                        ","M6B 1Z9, Canada",Apartment,1400,1,1,43.7095467,-79.4399734,1,1,1,1,1,0,0,250,1,1,53,82,70,https://i.ebayimg.com/00/s/Njg5WDk0Nw==/z/VNkAAOSw~ipfCPt4/$_27.JPG,https://i.ebayimg.com/00/s/NDI2WDYzOQ==/z/OooAAOSwkgNfCPt5/$_2.JPG,https://i.ebayimg.com/00/s/NDI2WDYzOQ==/z/gAgAAOSw9Q9fCPt6/$_2.JPG
,"
                            1 bedroom apartment
                        ",", Toronto m6h 1m8 ON, Canada",Apartment,1800,1,1,43.6602121,-79.4346102,1,1,1,0,0,0,0,400,1,1,91,87,80,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/LHAAAOSwHkRe~MX0/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/GDoAAOSwUD5e~MYA/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/qgkAAOSw1xZe~MYM/$_2.JPG
,"
                            New 1-bedroom, One block from Ossington subway in Little Italy
                        ","135 Delaware, M6H2T2, Toronto, ON",Apartment,1990,1,1,43.6594506,-79.4270759,0,0,0,0,1,0,0,625,0,1,75,87,66,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/zLAAAOSwRd5fCPZO/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/lEoAAOSwRDtfCPZW/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDU5OQ==/z/gxIAAOSwhBJfCPZy/$_2.JPG
,"
                            Large Bachelor Apartment
                        ","309 Mt Pleasant Rd, Toronto, ON M4T 2C2, Canada",Apartment,1450,1,1,43.6901797,-79.382903,0,1,1,1,1,0,0,500,0,0,65,78,85,,,
,"
                            Bloor & Sherbourne - Renovated one bedroom apartment
                        ","564 Sherbourne Street, Toronto M4X 1L3 ON",Apartment,1700,1,1,43.6702163,-79.3762537,1,1,1,1,1,1,0,350,1,1,91,89,99,https://i.ebayimg.com/00/s/ODAwWDUzMQ==/z/5GIAAOSwG8xfCO2j/$_27.JPG,https://i.ebayimg.com/00/s/NTMxWDgwMA==/z/8qAAAOSwn~tfCO0R/$_2.JPG,https://i.ebayimg.com/00/s/NTMxWDgwMA==/z/J0UAAOSwnyFfCOz3/$_2.JPG
,"
                            1 bedroom newly built luxury apartment Corso Italia
                        ","1308 Lansdowne Ave, Toronto, ON M6H 3Z8, Canada",Apartment,1700,1,1,43.6752355,-79.4503846,1,1,1,1,0,0,0,600,1,1,88,77,76,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/kDcAAOSwTrFfCOy5/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDUzMg==/z/0CIAAOSwABBfCOzG/$_2.JPG,https://i.ebayimg.com/00/s/NTMyWDgwMA==/z/~XwAAOSwsktfCOzW/$_2.JPG
,"
                            Parkway Forest Towers - 1 Bedroom, 1 Bathroom for Rent
                        ","100 Parkway Forest Drive, Toronto, ON, M2J 1L6",Apartment,1919,1,1,43.7732919,-79.3418648,0,1,1,1,0,0,1,665,0,0,58,81,50,https://i.ebayimg.com/00/s/NzAzWDEyNTA=/z/-gMAAOSwb7te9zgM/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDEzNjU=/z/1Y0AAOSwC1pe9zgR/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDEzNjU=/z/ge0AAOSwiFhe9zgS/$_2.JPG
,"
                            One Bedroom Apartment - North York  -Winter Special
                        ","50 Graydon Hall Drive, North York, ON, M3A 3A3",Apartment,1650,1,1,43.7634866,-79.3459836,1,1,1,0,1,0,0,850,0,1,31,59,36,https://i.ebayimg.com/00/s/MjYyWDM1MA==/z/y1kAAOSw0Kle4ZOz/$_27.JPG,https://i.ebayimg.com/00/s/MjQwWDMyMA==/z/20kAAOSwythe4ZOz/$_2.JPG,https://i.ebayimg.com/00/s/MTc4WDE3OA==/z/uNIAAOSwSTFe4ZOz/$_2.JPG
,"
                            45 Balliol Street - Renovated JR 1 Bedroom Apartment for Rent
                        ","45 Balliol Street, Toronto, ON, M4S 1C3",Apartment,1850,1,1,43.6973806,-79.3949306,0,1,1,0,0,0,0,490,0,0,89,80,56,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/7FgAAOSwwcpe4Wqf/$_27.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/OY8AAOSwppde4Wqf/$_2.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/0bgAAOSwCTZe4Wqg/$_2.JPG
,"
                            77 Davisville Avenue - 1 Bed 1 Bath Apartment for Rent
                        ","77 Davisville Avenue, Toronto, ON, M4S 1G4",Apartment,1795,1,1,43.6984455,-79.393681,0,1,1,0,0,0,0,547,0,0,86,80,54,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/Ng0AAOSwvCRe4Wqb/$_27.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/r4kAAOSwUjJe4Wqb/$_2.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/tH4AAOSwyPRe4Wqa/$_2.JPG
,"
                            149 St George - 1 Bedroom Apartment for Rent
                        ","149 St. George, Toronto, ON, M5R 2L9",Apartment,1900,1,1,43.6533809,-79.3716164,0,1,1,1,1,0,0,616,0,0,96,10,98,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/2iAAAOSw60hfBDvE/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/gU8AAOSw8~ZfBDvE/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/glMAAOSwPfxfBDvE/$_2.JPG
,"
                            45 Balliol Street - Jr. 1 Bedroom Apartment for Rent
                        ","45 Balliol Street, Toronto, ON, M4S 1C3",Apartment,1725,1,1,43.6973806,-79.3949306,0,1,1,0,0,0,0,490,0,0,89,80,56,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/c3wAAOSwNK5e4Wqk/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/qr8AAOSwZ-Ve4Wqk/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/nqwAAOSwkwte4Wqk/$_2.JPG
,"
                            One Bedroom Apartment Toronto at Yonge and Bloor $1795 all inclu
                        ","30 Gloucester St, Toronto, ON M4Y 1L5, Canada",Apartment,1795,1,1,43.6672377,-79.3839513,1,1,1,1,1,0,1,640,0,0,99,91,96,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/iQUAAOSwqsZfB657/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/PVgAAOSwF41fB66E/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/1TwAAOSwjRJfB666/$_2.JPG
,"
                            Cozy Studio Apartment - ALL UTILITIES INCLUDED 
                        ","494 Runnymede Rd, Toronto, ON M6S 2Z5, Canada",Apartment,900,1,1,43.6595761,-79.480103,1,1,1,1,0,1,0,350,0,0,67,78,91,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/1dUAAOSwjAJfB31a/$_27.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/g9QAAOSwJs5fB31c/$_2.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/RqAAAOSwHYFfB31d/$_2.JPG
,"
                            Bretton Place - One Bedroom Apartment for Rent
                        ","44 Jackes Avenue, Toronto, ON, M4T 1G4",Apartment,1995,1,1,43.685763,-79.391121,0,1,1,1,0,0,1,681,0,0,83,84,49,https://i.ebayimg.com/00/s/NTM4WDEwMjQ=/z/0vUAAOSwjGte4V8J/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/TY4AAOSwX09e4V8K/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/jQoAAOSwo1Ze4V8K/$_2.JPG
,"
                            Large 1 bedroom basement apartment for rent *walkout basement* 
                        ","M9N2B6, Canada",Apartment,1300,1,1,43.703956,-79.5226683,0,1,1,0,1,1,0,750,0,0,65,73,65,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/av8AAOSwSTFfBhmS/$_27.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/wT0AAOSwPvlfBhmU/$_2.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/574AAOSwCcJfBhmV/$_2.JPG
,"
                            Bloor and Dufferin Apartment - Recently Renovated
                        ","Millicent St, Toronto, ON M6H 1W4, Canada",Apartment,1450,1,1,43.6655186,-79.4379315,1,1,1,0,0,0,0,500,1,1,80,84,79,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/tXAAAOSwRNlfCCkR/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/yysAAOSwiC1fCCkZ/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/tnMAAOSwY01fCCkj/$_2.JPG
,"
                            149 St George - 1 Bedroom Apartment for Rent
                        ","149 St. George, Toronto, ON, M5R 2L9",Apartment,1900,1,1,43.6533809,-79.3716164,0,1,1,1,1,0,0,616,0,0,96,10,98,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/2iAAAOSw60hfBDvE/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/gU8AAOSw8~ZfBDvE/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/glMAAOSwPfxfBDvE/$_2.JPG
,"
                            45 Balliol Street - Jr. 1 Bedroom Apartment for Rent
                        ","45 Balliol Street, Toronto, ON, M4S 1C3",Apartment,1725,1,1,43.6973806,-79.3949306,0,1,1,0,0,0,0,490,0,0,89,80,56,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/c3wAAOSwNK5e4Wqk/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/qr8AAOSwZ-Ve4Wqk/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/nqwAAOSwkwte4Wqk/$_2.JPG
,"
                            80 Heath Estates - 1 Bedroom Apartment for Rent
                        ","80 Heath Street West, Toronto, ON, M4V 2C6",Apartment,2100,1,1,43.689829,-79.3989498,0,1,1,1,1,0,0,727,0,0,66,84,78,https://i.ebayimg.com/00/s/NjcwWDEyMTA=/z/odYAAOSwHiBe4XLJ/$_27.JPG,https://i.ebayimg.com/00/s/NjcwWDEyMTA=/z/PyoAAOSwppde4XLH/$_2.JPG,https://i.ebayimg.com/00/s/NjcwWDEyMTA=/z/wW4AAOSwddBe4XLH/$_2.JPG
,"
                            New Mainfloor Apt for Aug 1st
                        ",", Toronto M6E 4P5 ON, Canada",Apartment,1695,1,1,43.6795714,-79.4554459,1,1,1,1,1,0,0,600,0,1,67,75,73,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/sWoAAOSwye9fCJW1/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/D4EAAOSweH1fCJW9/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/-nMAAOSwG7FfCJXI/$_2.JPG
,"
                            BACHELOR all inclusive close to CASA LOMA
                        ",", Toronto M6G3C7 ON, Canada",Apartment,1500,1,1,43.6752576,-79.4226516,1,1,1,1,0,0,0,350,0,1,78,76,88,https://i.ebayimg.com/00/s/NjQwWDQ4MA==/z/WvAAAOSwZgJfCJS2/$_27.JPG,https://i.ebayimg.com/00/s/NjQwWDQ4MA==/z/C8YAAOSwogVfCJTR/$_2.JPG,https://i.ebayimg.com/00/s/NTMyWDgwMA==/z/tE0AAOSwmwtfCJTL/$_2.JPG
,"
                            Lovely 1-Bdrm near Trinity Bellwoods - Queen W. - Dundas W.
                        ","138 Euclid Avenue, Toronto M6J2J9 ON",Apartment,1850,1,1,43.6499364,-79.4093334,1,1,1,1,0,0,0,750,0,1,83,91,86,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/cHMAAOSwYkVfBI03/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/9m4AAOSw2P9fBI-S/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/eCcAAOSwY0xfBI-t/$_2.JPG
,"
                            1 bedroom - West End near High Park
                        ",", Toronto M6K 3B6 ON, Canada",Apartment,2000,1,1,43.6382569,-79.4417318,1,1,1,1,1,0,0,650,0,0,83,80,54,,,
,"
                            Bachelor Studio Apt at Downtown Toronto Available
                        ","Isabella St, Toronto, ON, Canada",Apartment,1270,1,1,43.6686313,-79.3806763,1,1,1,1,0,0,0,320,0,1,96,90,75,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/y1kAAOSwKG1fCHgI/$_27.JPG,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/ZWgAAOSwhMdfCHgV/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/bC0AAOSwci5fCHgg/$_2.JPG
,"
                            Apartment for rent - Yonge Eglinton - one bedroom basement
                        ","Lola road, m5p1e4, toronto, ON",Apartment,1550,1,1,43.7015958,-79.398244,1,1,1,1,1,0,0,600,0,1,94,91,59,https://i.ebayimg.com/00/s/ODAwWDU5OA==/z/5BUAAOSwdrhfCHZO/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDU5OA==/z/x8IAAOSwWXBfCHZI/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDU5OA==/z/Fp4AAOSwyKBfCHZL/$_2.JPG
,"
                            GET APPLICATIONS APPROVED WITH LOW CREDIT
                        ",", Milton L9T 2T2 ON, Canada",Apartment,2049,1,1,43.5201446,-79.8790333,0,1,1,1,1,1,1,708,0,1,73,40,60,,,
,"
                            APPROVING GREAT RENTERS WITH LOW CREDIT
                        ",", East York M4G 1N9 ON, Canada",Apartment,2068,1,1,43.703301,-79.3667954,0,1,1,1,1,1,1,701,0,1,85,69,77,,,
,"
                            Etobicoke - Between Kipling and Bloor - 1 Bedroom
                        ","7 Summerland Terrace, Etobicoke, ON, M9A 0B6",Apartment,1950,1,1,43.6435388,-79.531935,0,1,0,1,0,0,1,581,0,1,74,97,52,https://i.ebayimg.com/00/s/NDI1WDY1MA==/z/4jgAAOSwhAde4XBF/$_27.JPG,https://i.ebayimg.com/00/s/NDI1WDY1MA==/z/ab8AAOSw8Rte4XBF/$_2.JPG,https://i.ebayimg.com/00/s/NDI1WDY1MA==/z/~V4AAOSwWVxe4XBF/$_2.JPG
,"
                            Etobicoke -  Between Kipling and Bloor - Studio
                        ","7 Summerland Terrace, Etobicoke, ON, M9A 0B6",Apartment,1735,1,1,43.6435388,-79.531935,0,1,0,1,0,0,1,388,0,1,74,97,52,https://i.ebayimg.com/00/s/NDI1WDY1MA==/z/QPIAAOSwrWZe4XBI/$_27.JPG,https://i.ebayimg.com/00/s/NDI1WDY1MA==/z/1isAAOSwfPFe4XBF/$_2.JPG,https://i.ebayimg.com/00/s/NDI1WDY1MA==/z/McsAAOSwc65e4XBI/$_2.JPG
,"
                            Etobicoke - Between Kipling and Bloor - 1 Bedroom
                        ","11 Dunbloor Road, Etobicoke, ON, M9A 0B2",Apartment,2195,1,1,43.643666,-79.5328557,0,1,0,1,0,0,1,590,0,1,77,96,58,https://i.ebayimg.com/00/s/NDI1WDY1MA==/z/yOMAAOSw-gBe4XA9/$_27.JPG,https://i.ebayimg.com/00/s/NjRYNjQ=/z/5JYAAOSwOzpe4XA5/$_2.JPG,https://i.ebayimg.com/00/s/NjRYNjQ=/z/NxcAAOSw2uhe4XA5/$_2.JPG
,"
                            Newly Renovated 1 Bedroom at Yonge and Sheppard - Prelude
                        ","151, North York, ON, M2N 7C4",Apartment,2000,1,1,43.7651119,-79.4135465,0,0,1,1,1,0,1,490,0,1,93,89,53,https://i.ebayimg.com/00/s/MTkxWDMwMA==/z/cNQAAOSwIy1e4V31/$_27.JPG,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/tbUAAOSwXbhe4V32/$_2.JPG,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/4v8AAOSwdeNe4V31/$_2.JPG
,"
                            Etobicoke - Between Kipling and Bloor - 1 Bedroom
                        ","3 Summerland Terrace, Etobicoke, ON, M9A 0B4",Apartment,1975,1,1,43.6431922,-79.5321985,0,1,0,1,0,0,1,596,0,1,75,97,52,https://i.ebayimg.com/00/s/NDI1WDY1MA==/z/SVMAAOSwf3pe4XA2/$_27.JPG,https://i.ebayimg.com/00/s/NDI1WDY1MA==/z/j38AAOSwG0Fe4XA1/$_2.JPG,https://i.ebayimg.com/00/s/NDI1WDY1MA==/z/8noAAOSwDQxe4XA2/$_2.JPG
,"
                            Corktown, Between King & Queen – Studio,  371 SF
                        ","132 Berkeley St, Toronto, ON, M5A 0H6",Apartment,1675,1,1,43.6547286,-79.3659454,0,0,0,1,0,0,1,371,0,1,93,94,99,https://i.ebayimg.com/00/s/NzEzWDEwMjQ=/z/o6QAAOSwVSte4WQ7/$_27.JPG,https://i.ebayimg.com/00/s/NDI1WDY1MA==/z/Vh8AAOSwE25e4WQ8/$_2.JPG,https://i.ebayimg.com/00/s/NDI1WDY1MA==/z/Pf8AAOSwvQJe4WQ6/$_2.JPG
,"
                            Bay Street-Dundas Street – Studio – 1 BR – 565 SF
                        ","570 Bay Street, Toronto, ON, M5G 0B2",Apartment,2245,1,1,43.6552908,-79.3839713,0,0,0,1,0,0,1,565,0,1,99,98,75,https://i.ebayimg.com/00/s/OTUxWDc2OA==/z/w9AAAOSwsnpe4W9D/$_27.JPG,https://i.ebayimg.com/00/s/NjgzWDEwMjQ=/z/4egAAOSwkcVe4W9D/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/9yoAAOSw40Ve4W9C/$_2.JPG
,"
                            Bay Street-Dundas Street – Studio – 401 SF
                        ","570 Bay Street, Toronto, ON, M5G 0B2",Apartment,1995,1,1,43.6552908,-79.3839713,0,0,0,1,0,0,1,401,0,1,99,98,75,https://i.ebayimg.com/00/s/OTUxWDc2OA==/z/I94AAOSwcp9e4W8~/$_27.JPG,https://i.ebayimg.com/00/s/NjgzWDEwMjQ=/z/mhEAAOSw6xxe4W8~/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/H1kAAOSwXmpe4W8-/$_2.JPG
,"
                            Church Street-Shuter Street – Studio – 445 SF
                        ","167 Church Street, Toronto, ON, M5B 1Y6",Apartment,1800,1,1,43.6543938,-79.3759018,0,0,0,0,0,0,1,600,0,1,97,99,97,https://i.ebayimg.com/00/s/MTAyNFg3Mjk=/z/BeMAAOSwfEVe4UH6/$_27.JPG,https://i.ebayimg.com/00/s/NjgzWDEwMjQ=/z/SDsAAOSwvppe4UH6/$_2.JPG,https://i.ebayimg.com/00/s/NTc1WDEwMjQ=/z/LNYAAOSw6Ode4UH6/$_2.JPG
,"
                            Downtown Toronto Rental Apartment– 1 BR –540 SF
                        ","167 Church Street, Toronto, ON, M5B 1Y6",Apartment,2025,1,1,43.6543938,-79.3759018,0,0,0,1,0,0,1,540,0,1,97,99,97,https://i.ebayimg.com/00/s/MTAyNFg3Mjk=/z/WvgAAOSwvppe4Vyr/$_27.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/p5MAAOSwZlhe4Vy2/$_2.JPG,https://i.ebayimg.com/00/s/NzUwWDEwMDA=/z/55wAAOSwSjle4Vyr/$_2.JPG
,"
                            Amazing 1 Bedroom apt for rent! $1779 in midtown!
                        ","45 Lorindale Avenue, m5m3c3, Toronto, ON",Apartment,1779,1,1,43.7262601,-79.4036115,0,1,1,1,0,0,0,700,0,0,84,81,60,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/sbkAAOSwfsNfCHMI/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/lSkAAOSwsktfCHMA/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/Uc8AAOSwHeRfCHME/$_2.JPG
,"
                            1 BEDROOM APARTMENT FOR RENT AT WESTON AND LAWRENCE
                        ","80 Clouston Ave, York, ON M9N 1A7, Canada",Apartment,1400,1,1,43.6945313,-79.5084811,1,1,1,1,0,0,0,465,0,1,49,78,58,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/X9oAAOSwtnJfCG4W/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/poIAAOSwFnVfCG4Z/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/Du4AAOSwSmxfCG4R/$_2.JPG
,"
                            Bright Big Bachelor Apt (Sheppard & Bathurst)
                        ","Sheppard Ave W, North York, ON M3H 2S5, Canada",Apartment,1100,1,1,43.7548218,-79.4425267,1,1,1,1,0,0,0,280,0,1,52,59,54,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/EUUAAOSwSEJfCG4U/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/c-sAAOSwIRhfCG4X/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/bEAAAOSw97RfCG4a/$_2.JPG
,"
                            Open-concept loft apartment, Keele and Rogers Rd
                        ","25 Nashville Ave, York, ON M6M 1J2, Canada",Apartment,1395,1,1,43.682584,-79.4755282,0,1,1,1,0,1,0,700,0,0,68,72,59,https://i.ebayimg.com/00/s/NTIzWDgwMA==/z/3FAAAOSwR2Ve~UHe/$_27.JPG,https://i.ebayimg.com/00/s/Mzc5WDgwMA==/z/K7YAAOSwRH1e~UHO/$_2.JPG,https://i.ebayimg.com/00/s/Mzc5WDgwMA==/z/bWUAAOSwfmNe~UHQ/$_2.JPG
,"
                            Main Floor Bachelor with High Ceilings in Cabbagetown - Aug/Sept
                        ","292 Gerrard St East, M5A2G4, Toronto, ON",Apartment,1190,1,1,43.6624245,-79.3675357,1,1,1,1,1,0,0,250,1,1,92,88,10,http://img.youtube.com/vi/u5FisbDE494/0.jpg,https://i.ebayimg.com/00/s/ODAwWDQ5Mg==/z/0m0AAOSwK0lfCGWF/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/lGoAAOSwXsJfCGZr/$_2.JPG
,"
                            FORM #3698 - Luxury Condo for Rent
                        ","50 McCaul Street, Toronto, ON, M5T 0B6",Apartment,2095,1,2,43.651804,-79.39067,0,0,0,0,0,0,1,611,0,0,99,10,75,https://i.ebayimg.com/00/s/MTAyNFg3Njg=/z/i2gAAOSwCfRfCYG1/$_27.JPG,https://i.ebayimg.com/00/s/NjgxWDQ5NA==/z/LGQAAOSwJAdfCYG0/$_2.JPG,https://i.ebayimg.com/00/s/MTAyNFg3Njg=/z/eRQAAOSwFFtfCYG0/$_2.JPG
,"
                            Renovated One Bedroom Apt. Aug. 1  -  $1695/m East York
                        ","1253 Broadview Ave, East York, ON M4K 2T3, Canada",Apartment,1695,1,1,43.691011,-79.3552211,0,1,1,1,0,0,0,450,0,0,65,70,97,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/2ykAAOSw5kBfCGR4/$_27.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/~JQAAOSwBmlfCGR9/$_2.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/AQ8AAOSwu3VfCGSZ/$_2.JPG
,"
                            BIG BRIGHT Renovated 1bed Flat
                        ","M6N1G7, Canada",Apartment,1850,1,1,43.6734736,-79.4600168,0,0,0,1,0,0,0,900,0,1,89,77,76,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/Ba4AAOSwpX9fCGJA/$_27.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/xVkAAOSwg5VfCGJG/$_2.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/yswAAOSw3tZfCGJO/$_2.JPG
,"
                            1 bedroom apartment in west end
                        ","88 Clairton cres, M6n2m6, Toronto, ON",Apartment,1400,1,1,43.6755925,-79.503784,0,1,1,1,1,1,0,11111,0,1,26,59,48,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/CVYAAOSwGQNfCF12/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/L5UAAOSwIVNfCF2H/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/OU0AAOSwUtFfCF2V/$_2.JPG
,"
                            One Bedroom in Downtown Distillery District
                        ","39 Parliament St, Toronto, ON M5A 4R2, Canada",Apartment,1350,1,1,43.6497473,-79.3615906,1,1,1,1,1,1,0,900,0,1,90,92,99,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/fcIAAOSwwttfCGCg/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/xBAAAOSw-QlfCGCl/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/yH4AAOSw6upfCGCq/$_2.JPG
,"
                            Large Room in a Condo
                        ","Scarborough, ON M1W 2V4, Canada",Apartment,850,1,1,43.796463,-79.31258,1,1,1,1,1,1,1,1100,1,1,58,63,62,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/G7MAAOSwKG1fCNMC/$_27.PNG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/bQkAAOSww05fCNMD/$_2.PNG,https://i.ebayimg.com/00/s/NTE5WDgwMA==/z/CswAAOSwuidfCNME/$_2.PNG
,"
                            Luxury Loft Condo/Apartment in Downtown Toronto Near CN Tower
                        ","300 Front St W, Toronto, ON M5V 0E9, Canada",Condo,1850,1,1,43.6441277,-79.3894058,0,0,0,1,1,0,1,540,0,1,95,10,67,https://i.ebayimg.com/00/s/NzY4WDYwOQ==/z/ULMAAOSwFOZfCM~~/$_27.JPG,https://i.ebayimg.com/00/s/NTAwWDY3Mw==/z/xU8AAOSwkflfCNBB/$_2.JPG,https://i.ebayimg.com/00/s/NDgwWDM1Mg==/z/7w8AAOSwoTBfCNAx/$_2.JPG
,"
                            1-Bedroom Basement Apt, Utilities included (Eglinton W/ Oakwood)
                        ","Amherst Ave, York, ON M6E 1Z3, Canada",Basement,1400,1,1,43.6911809,-79.4415461,1,1,1,0,0,0,0,450,0,0,68,79,53,https://i.ebayimg.com/00/s/NjQwWDY0MA==/z/UPEAAOSwKllfCMcP/$_27.JPG,https://i.ebayimg.com/00/s/NjQwWDY0MA==/z/9cUAAOSwZDpfCMcU/$_2.JPG,https://i.ebayimg.com/00/s/NjQwWDY0MA==/z/3jwAAOSw~IRfCMcu/$_2.JPG
