,title,address,unit_type,price,bedrooms,bathrooms,apartment_lat,apartment_lon,hydro_included,heat_included,water_included,laundry_included,backyard_included,parking_included,gym_included,sqft,furnished,air_conditioning,walk_score,transit_score,bike_score,img_1,"img_2""",img_3
22,"
                            1 bedroom for rent- ALL INCLUSIVE August 1
                        ","155 Wellesley St E, Toronto, ON M4Y 1J4, Canada",Apartment,1300,2,1,43.6663537,-79.3753739,1,1,1,1,1,0,1,"9,999",1,0,94,88,73,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/N5IAAOSwpbxfBf2M/$_27.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/11wAAOSwH9pfBf2P/$_2.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/lPkAAOSwwkVfBf2O/$_2.JPG
23,"
                            1 bd, 1 bth, all-inclusive, sep entrance, yard, shops, TTC, WiFi
                        ","Murison Blvd, Scarborough, ON M1B 2B2, Canada",Apartment,1100,1,1,43.7973902,-79.2108256,1,1,1,1,1,0,0,550,1,0,43,64,33,https://i.ebayimg.com/00/s/ODAwWDcxNA==/z/7G4AAOSwHitfBfXd/$_27.JPG,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/hHIAAOSwP2pfBfYZ/$_2.JPG,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/RCAAAOSwfkVfBfYk/$_2.JPG
24,"
                            Renovated Rental Unit at 869 Runnymede Rd
                        ","869 Runnymede Rd, York, ON M6N 3W3, Canada",Apartment,2150,2,1,43.6708303,-79.4843399,0,1,1,1,1,0,0,650,0,1,39,74,81,https://i.ebayimg.com/00/s/NTA5WDgwMA==/z/lV8AAOSwEEVfBfZc/$_27.JPG,https://i.ebayimg.com/00/s/NTMwWDgwMA==/z/UJUAAOSw40dfBfZo/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/ymkAAOSwEetfBfZu/$_2.JPG
25,"
                            Renovated 1 Bedroom !
                        ","50 Hillsboro Ave, Toronto, ON M5R 1S8, Canada",Apartment,1950,1,1,43.675823,-79.3936,0,1,1,1,1,0,1,700,0,0,93,90,65,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/7REAAOSwVT1ez-de/$_27.PNG,https://i.ebayimg.com/00/s/ODAwWDQ1MA==/z/0dsAAOSwNG5ez-dg/$_2.PNG,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/6XkAAOSwSWdez-di/$_2.PNG
26,"
                            FURNISHED 2 BED BASEMENT Markham & Sheppard Located on Sunburst
                        ","Sunburst Square, Scarborough, ON M1B 1R3, Canada",Apartment,1200,2,1,43.7964226,-79.2334481,1,1,1,1,1,1,0,700,1,1,63,68,37,,,
27,"
                            2 bedroom For Rent
                        ","461 St Clarens Ave, Toronto, ON M6H 1N8, Canada",Apartment,2250,2.5,1,43.6588512,-79.4417078,0,0,1,0,0,0,0,"1,000",0,0,88,93,80,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/53IAAOSwDihetGAb/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/QkoAAOSwRGhetGAh/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/iCwAAOSwgRZetGAo/$_2.JPG
28,"
                            3 Bedroom Unit Available August 1st - Gerrard/Broadview
                        ",", Toronto M4M 1Y5 ON, Canada",Apartment,2100,3,1,43.6666763,-79.3460276,1,1,1,0,0,0,0,1,1,1,90,88,90,https://i.ebayimg.com/00/s/NTk3WDgwMA==/z/mL4AAOSw3JhfBfEG/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDU5OA==/z/nuAAAOSwG7FfBfEJ/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDU5OA==/z/OGsAAOSwEKxfBfEM/$_2.JPG
29,"
                            Beautiful 1 Bedroom Apartment for RENT
                        ",", Etobicoke M9B 6B5 ON, Canada",Apartment,1625,1,1,43.6514193,-79.5647341,0,1,1,1,1,0,0,880,0,0,34,57,48,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/OY8AAOSwjE9fBe5-/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/ldYAAOSwIOlfBe6B/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/6mYAAOSwq4hfBe6E/$_2.JPG
30,"
                            Attn Jnr Prffsnl/Snr Stdnt Cozy Bach Studio Danforth upper flr
                        ",", Toronto M4C1H4 ON, Canada",Apartment,1140,Bachelor/Studio,1,43.6862487,-79.3075598,1,1,1,1,1,0,0,2,1,1,91,87,81,https://i.ebayimg.com/00/s/ODAwWDgwMA==/z/Qo8AAOSwKuBfBe6J/$_27.JPG,https://i.ebayimg.com/00/s/NDA0WDQ5Mw==/z/kFUAAOSwWXBfBe5~/$_2.JPG,https://i.ebayimg.com/00/s/NDgwWDM2MA==/z/EPIAAOSwlVBfBe6B/$_2.JPG
0,"
                            Residences on Bloor - Studio Apartment for Rent
                        ","235 Bloor Street East, Toronto, ON, M4W 3Y3",Apartment,1390,1,1,43.671323,-79.380831,0,1,1,1,0,0,1,326,0,1,97,90,97,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/5ccAAOSwniBe4V4R/$_27.JPG,https://i.ebayimg.com/00/s/NTM4WDEwMjQ=/z/RcUAAOSw4fhe4V4Q/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/~8YAAOSwAZJe4V4Q/$_2.JPG
1,"
                            Cloisters of the Don - Two Bedroom Apartment for Rent
                        ","10 Roanoke Road, Toronto, ON, M3A 1E7",Apartment,2150,2,1,43.741706,-79.32838,0,0,1,1,1,0,1,975,0,0,42,61,56,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/5ncAAOSwztRe4V3j/$_27.JPG,https://i.ebayimg.com/00/s/NTM4WDEwMjQ=/z/Jm4AAOSwWcBe4V3i/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/IogAAOSwk7Ve4V3i/$_2.JPG
2,"
                            Lions Gate - Three Bedroom plus Basement Apartment for Rent
                        ","59 Waterford Drive, Etobicoke, ON, M9R 2N6",Apartment,3350,3,15,43.680886,-79.540792,0,1,1,0,1,0,0,"1,417",0,0,57,70,66,https://i.ebayimg.com/00/s/NzY4WDExOTA=/z/Q~EAAOSwAhxe4V3I/$_27.JPG,https://i.ebayimg.com/00/s/NTM4WDEwMjQ=/z/zZcAAOSwBDpe4V3I/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/5o8AAOSwNU9e4V3J/$_2.JPG
3,"
                            3 Bedroom Apartment for Rent - 940 Bloor Street West
                        ","940 Bloor Street West, Toronto, ON, M6H 1L4",Apartment,3100,3,1,43.6616676,-79.4278467,0,0,0,0,0,0,0,"1,072",0,0,89,85,94,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/uZ8AAOSwLIJe4V2D/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/DHoAAOSwzFFe4V2C/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/lhsAAOSw7P1e4V2C/$_2.JPG
4,"
                            The Ellington - 2 Bedroom + Den Apartment for Rent
                        ","7  Carlton Street, Toronto, ON, M5B 2M3",Apartment,3000,2 + Den,2,43.6610563,-79.3826698,1,1,1,1,0,0,1,900,0,1,99,95,93,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/WPYAAOSwMmpe4V1S/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/6WAAAOSwaw9e4V1R/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/WZEAAOSweFhe4V1R/$_2.JPG
5,"
                            The Ellington - 1 Bedroom + den Apartment for Rent
                        ","7  Carlton Street, Toronto, ON, M5B 2M3",Apartment,2250,1.5,1,43.6610563,-79.3826698,1,1,1,1,0,0,1,730,0,1,99,95,93,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/kQoAAOSwZbJe4V0g/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/D1QAAOSwPW9e4V0g/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/UHIAAOSw86de4V0g/$_2.JPG
6,"
                            Solaris II - 135 Village Green #1464 - Luxury Condo for Rent
                        ","135 Village Green Square, Toronto, ON, M1S 0G4",Apartment,1795,1,1,43.777603,-79.282728,0,0,0,0,0,0,0,570,0,0,47,67,45,https://i.ebayimg.com/00/s/ODY5WDU0MA==/z/wz8AAOSw5sBfCYDS/$_27.JPG,https://i.ebayimg.com/00/s/MTAyNFg3Njg=/z/gwUAAOSwg-1fCYDS/$_2.JPG,https://i.ebayimg.com/00/s/MTAyNFg3Njg=/z/fcQAAOSwXsJfCYDS/$_2.JPG
7,"
                            57 Charles at Bay - Studio Apartment for Rent
                        ","57 Charles Street West, Toronto, ON, M5S 2X1",Apartment,1960,1,1,43.66767,-79.389445,0,1,1,0,1,0,1,442,0,0,98,95,93,https://i.ebayimg.com/00/s/NTY2WDc2Ng==/z/DeAAAOSwnkBe68kS/$_27.PNG,https://i.ebayimg.com/00/s/NTM4WDEwMjQ=/z/FqIAAOSwGXJe68kO/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDEwMjU=/z/qoQAAOSwAX9e68kO/$_2.JPG
8,"
                            Bayview Mews - Two Bedroom Apartment for Rent
                        ","2911 Bayview Avenue, Toronto, ON, M2K 1E8",Apartment,2350,2,1,43.770674,-79.3855,0,1,1,0,0,0,0,730,0,0,76,71,51,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/W0oAAOSwiFhe4Vy6/$_27.JPG,https://i.ebayimg.com/00/s/NTM4WDEwMjQ=/z/~hEAAOSwIf9e4Vy5/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/SbkAAOSwo69e4Vy6/$_2.JPG
9,"
                            Bayview Mews - Three Bedroom Townhouse Apartment for Rent
                        ","2911 Bayview Avenue, Toronto, ON, M2K 1E8",Apartment,3150,3,2,43.770674,-79.3855,0,1,1,0,0,0,0,"1,264",0,0,76,71,51,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/DuAAAOSw6Spe4Vy-/$_27.JPG,https://i.ebayimg.com/00/s/NTM4WDEwMjQ=/z/jtMAAOSwsi5e4Vy9/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/Cl8AAOSw~zde4Vy-/$_2.JPG
10,"
                            #715, 200 Sackville Ave, Toronto - Condo Unit Apartment for Rent
                        ","200 Sackville, Toronto, ON, M5A 3H1",Apartment,2000,1.5,1,43.658981,-79.362919,0,1,1,1,0,0,1,650,0,0,87,90,99,https://i.ebayimg.com/00/s/NjYzWDQzNw==/z/lioAAOSwLmxe60gD/$_27.PNG,https://i.ebayimg.com/00/s/NjY0WDk5Mw==/z/d4kAAOSwSWde60gE/$_2.PNG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/IvQAAOSwaLxe60gG/$_2.PNG
11,"
                            #1705, 60 Heintzman Street, Toronto - Condo Unit Apartment...
                        ","60 Heintzman St, Toronto, ON, M6P 2K9",Apartment,1600,1,1,43.6668646,-79.4644815,0,0,1,1,0,0,1,500,0,0,94,81,80,https://i.ebayimg.com/00/s/NzY4WDExNTM=/z/sg8AAOSw-gBe4UZs/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTM=/z/Sf8AAOSwR~Fe4UZs/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTM=/z/jQYAAOSwAHde4UZs/$_2.JPG
12,"
                            #726, 576 Front St West - Condo Unit Apartment for Rent
                        ","576 Front Street West, Toronto, ON, M5V 0P8",Apartment,1900,1,1,43.6410714,-79.400252,0,0,0,1,0,0,1,500,0,0,91,96,95,https://i.ebayimg.com/00/s/NzY4WDExNTM=/z/4MQAAOSwv0pe4UZk/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTM=/z/TJ0AAOSwD1Ne4UZk/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTM=/z/LZMAAOSw9Rpe4UZk/$_2.JPG
13,"
                            Prince Arthur - 2 Bedroom Apartment for Rent
                        ","20 Prince Arthur Avenue, Toronto, ON, M5R 1B1",Apartment,2700,2,1,43.6698865,-79.396487,0,1,1,1,1,0,1,740,0,0,96,99,99,https://i.ebayimg.com/00/s/NjcwWDEyMTA=/z/Z8oAAOSwQTle-wEv/$_27.JPG,https://i.ebayimg.com/00/s/NjcwWDEyMTA=/z/LasAAOSwj3Ne-wEv/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTA=/z/fwgAAOSw2ide-wEu/$_2.JPG
14,"
                            250 St George - 1 Bedroom Apartment for Rent
                        ","250 St. George Street, Toronto, ON, M5R 3L8",Apartment,1850,1,1,43.672735,-79.4023802,0,1,1,1,1,0,0,500,0,0,88,97,10,,,
15,"
                            Venti Bachelor Apartment for Rent - 262 Jarvis Street
                        ","262 Jarvis Street, Toronto, ON, M5B 2B9",Apartment,1650,Bachelor/Studio,1,43.6596658,-79.3759898,0,0,0,1,0,0,0,443,0,0,94,95,99,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/R6IAAOSwpsle4UUE/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/Ic4AAOSw3npe4UUE/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/EAsAAOSw3C5e4UUE/$_2.JPG
16,"
                            BACHELOR - 262 Jarvis St.
                        ","262 Jarvis Street, Toronto, ON, M5B 2B9",Apartment,1600,Bachelor/Studio,1,43.6596658,-79.3759898,0,0,0,1,0,0,0,309,0,0,94,95,99,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/UpIAAOSwK~9e4UUF/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/qgsAAOSwRb1e4UUF/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/UXkAAOSwWG1e4UUE/$_2.JPG
0,"
                            Galleria - Two Bedroom Apartment for Rent
                        ","77 Finch Avenue East, Toronto, ON, M2N 6H8",Apartment,2460,2,1,43.780286,-79.411615,0,1,1,1,0,0,1,800,0,1,77,99,55,https://i.ebayimg.com/00/s/NjM0WDExMjc=/z/5cAAAOSwSwte8yCN/$_27.PNG,https://i.ebayimg.com/00/s/NTM4WDEwMjQ=/z/JAEAAOSwcNBe8yCI/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/LZ8AAOSwhIRe8yCI/$_2.JPG
1,"
                            Galleria - Two Bedroom Apartment for Rent
                        ","77 Finch Avenue East, Toronto, ON, M2N 6H8",Apartment,2495,2,15,43.780286,-79.411615,0,1,1,1,0,0,1,850,0,1,77,99,55,https://i.ebayimg.com/00/s/NjM0WDExMjc=/z/cz0AAOSwXode8yCO/$_27.PNG,https://i.ebayimg.com/00/s/NTM4WDEwMjQ=/z/AZoAAOSwUnhe8yCI/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/ZN0AAOSw161e8yCI/$_2.JPG
2,"
                            Residences on Bloor - Two bedroom Apartment for Rent
                        ","235 Bloor Street East, Toronto, ON, M4W 3Y3",Apartment,2107,2,1,43.671323,-79.380831,0,1,1,1,0,0,1,825,0,1,97,90,97,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/4l4AAOSwc2le4UIc/$_27.JPG,https://i.ebayimg.com/00/s/NTM4WDEwMjQ=/z/GJEAAOSwvCRe4UIb/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/f~cAAOSwXeJe4UIb/$_2.JPG
3,"
                            Cloisters of the Don - Two Bedroom Apartment for Rent
                        ","10 Roanoke Road, Toronto, ON, M3A 1E7",Apartment,2450,2,15,43.741706,-79.32838,0,0,1,1,1,0,1,975,0,0,42,61,56,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/4lUAAOSwLrRe4UIa/$_27.JPG,https://i.ebayimg.com/00/s/NTM4WDEwMjQ=/z/zJIAAOSwElNe4UIZ/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/UCoAAOSwMyBe4UIZ/$_2.JPG
4,"
                            Cloisters of the Don - Four Bedroom Apartment for Rent
                        ","10 Roanoke Road, Toronto, ON, M3A 1E7",Apartment,3175,4,1,43.741706,-79.32838,0,0,1,1,1,0,1,"1,400",0,0,42,61,56,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/PvIAAOSw86de4UIa/$_27.JPG,https://i.ebayimg.com/00/s/NTM4WDEwMjQ=/z/Z38AAOSwhrFe4UIZ/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/-f4AAOSwzFFe4UIZ/$_2.JPG
5,"
                            Velocity at the Square - 2 Bedroom Apartment for Rent
                        ","252 Victoria Street, Toronto, ON, M5B 0A3",Apartment,2800,2,1,43.6554928,-79.3794198,0,0,0,1,0,0,1,860,0,1,99,98,94,https://i.ebayimg.com/00/s/MTAyNFg3Njg=/z/PD8AAOSwFLpe4TH6/$_27.JPG,https://i.ebayimg.com/00/s/ODYyWDc2OA==/z/QngAAOSwMyBe4TH6/$_2.PNG,https://i.ebayimg.com/00/s/MTAyNFg3Njg=/z/f10AAOSw5B9e4TH4/$_2.JPG
6,"
                            Montgomery Mills - 50 Cordova Ave. - 2 Bedroom Apartment for...
                        ","50 Cordova Avenue, Etobicoke, ON, M9A 4X6",Apartment,1750,2,1.5,43.6471185,-79.5260936,0,1,1,1,1,0,1,997,0,1,85,99,82,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/BQcAAOSwOape4TG6/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/0-QAAOSwMQ5e4TG6/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/D-oAAOSw87xe4TG6/$_2.JPG
7,"
                            2 Bed + Parking + Locker + All Utilities @ Don mills & Eglinton
                        ","15 Vicora Linkway, Toronto, ON M3C 1A9, Canada",Condo,2100,2,1,43.710955,-79.3251005,1,1,1,1,1,1,1,850,0,0,29,68,35,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/xCsAAOSw-bBfB8AN/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/u2wAAOSwXm5fB8An/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/x5wAAOSwN5xfB8Ax/$_2.JPG
8,"
                            Beautiful 1 Bdrm+Bath Apt - Danforth/Playter Estates
                        ","49 Fulton Ave, Toronto, ON M4K 1X6, Canada",Apartment,1795,1,1,43.6821965,-79.3551591,1,1,1,0,1,1,0,900,0,0,86,95,87,https://i.ebayimg.com/00/s/ODAwWDU0MQ==/z/oQgAAOSwlVBfB7mS/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/jGAAAOSwol9fB7mh/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/rlAAAOSwv2JfB7mp/$_2.JPG
9,"
                            A sweet two bedroom unit available on August 1
                        ","827 Cosburn Ave, East York, ON M4C 2V9, Canada",Apartment,1750,2,1,43.6959432,-79.3189772,0,1,1,1,0,1,0,600,0,0,83,68,94,http://img.youtube.com/vi/JpZiY3TfUEY/0.jpg,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/cHMAAOSwUQFfB7ja/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/Q3AAAOSwF41fB7jl/$_2.JPG
10,"
                            “Available” Studio Apartment for Lease from July 20, 2020
                        ","101 Erskine Ave, Toronto, ON M4P 1Y5, Canada",Condo,1700,Bachelor/Studio,1,43.7115868,-79.3953911,0,0,0,1,1,0,1,435,0,1,88,86,57,https://i.ebayimg.com/00/s/NDgwWDM2MA==/z/N-4AAOSwod5fB7P0/$_27.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/xaoAAOSwVLNfC2t3/$_2.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/AfwAAOSwlEFfC2t5/$_2.JPG
11,"
                            Basement Apartment for rent in Scarborough
                        ",", Scarborough M1G 2Y5 ON, Canada",Basement,1300,1,1,43.7732209,-79.213921,1,1,1,1,0,1,0,750,0,1,24,63,50,https://i.ebayimg.com/00/s/NTk4WDgwMA==/z/AG8AAOSwLaFfB7i6/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/AgEAAOSwkAhfB7i-/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/V1oAAOSwWvtfB7lU/$_2.JPG
12,"
                            1 Bedroom Basement Apartment for Rent
                        ",", North York M3H2C7 ON, Canada",Basement,1350,1,1,43.7421209,-79.4502594,1,1,1,1,0,1,0,950,0,1,19,81,40,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/AVQAAOSwIYxfB7fx/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/sFwAAOSwQRhfB7f1/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/Il4AAOSwjY1fB7f5/$_2.JPG
13,"
                            1 bedroom apt for rent - Queensway & Windermere - Lake view
                        ","105 The Queensway, Toronto, ON M6S 5B5, Canada",Apartment,1750,1,1,43.6360574,-79.470781,0,1,1,1,1,0,1,485,0,1,47,63,90,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/n1AAAOSwuEhfB7VU/$_27.JPG,https://i.ebayimg.com/00/s/NTUyWDgwMA==/z/x4QAAOSwD6lfB7XW/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/cykAAOSwqbBfB7Va/$_2.JPG
0,"
                            Spacious Renovated 1 Bed Apartment near Yonge & Eglinton
                        ",", M4R1H7, Toronto, ON",Basement,1800,1 + Den,1,43.713226,-79.40084,1,1,1,1,0,0,0,"1,000",0,1,85,85,70,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/DWIAAOSwLaNfB7Rp/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/0DoAAOSwIwtfB7R~/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/wnUAAOSwKONfB7SY/$_2.JPG
1,"
                            ONE BED BSMT NEW APARTMENT BATH/WILSON near suway ttc NORTH YORK
                        ","Carmichael Ave, North York, ON M5M 2X5, Canada",Apartment,1300,1,1,43.735073,-79.4318324,0,0,0,1,0,0,0,320,0,1,67,71,54,http://img.youtube.com/vi/ZUJXK0v-QJM/0.jpg,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/WpMAAOSw3TJeujsx/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/tZwAAOSwB6Reujs6/$_2.JPG
2,"
                            Rare Oppo rtunity Bellair Condo!!
                        ","24 Hanover Rd, Brampton, ON L6S 5K8, Canada",Apartment,1600,2,2,43.7179352,-79.7260507,1,1,1,1,1,2,1,"1,225",1,1,76,57,52,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/CMgAAOSwkjlfB6~z/$_27.JPG,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/Zt8AAOSwCVZfB6~1/$_2.JPG,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/P7YAAOSwDZhfB6~3/$_2.JPG
3,"
                            1 BR apartment for rent Best Transit, Village and Park Location
                        ","High Park, 1873 Bloor St W, Toronto, ON M6R 2Z3, Canada",Apartment,1600,1,1,43.6465479,-79.4636903,0,0,1,0,0,0,0,450,0,1,32,83,70,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/vNoAAOSwSJFfB7AV/$_27.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/ZFUAAOSwFIpfB7BV/$_2.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/oDgAAOSwgXlfB7BX/$_2.JPG
4,"
                            $1400 / 1br - Luxury, Just Renovated ,Furnished 1-bdr. apt. ( wa
                        ","Osler St, Toronto, ON M6P 4A2, Canada",Apartment,1400,1,1,43.6665168,-79.4575836,1,1,1,1,0,1,0,500,1,1,68,74,75,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/tHMAAOSwJNxfB6Qf/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/EUYAAOSwUy9fB6QZ/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/it0AAOSwDstfB6Pm/$_2.JPG
5,"
                            Luxury 1+1 bdrm apartment at Park Lake Residences
                        ","1900 Lakeshore Blvd, M6S1A4, Toronto, ON",Condo,2200,1.5,1,43.6363057,-79.4660892,0,1,1,1,1,1,1,680,0,1,37,65,89,https://i.ebayimg.com/00/s/Mjk4WDQ0OA==/z/9R8AAOSwBiBfB6HC/$_27.JPG,https://i.ebayimg.com/00/s/MzAyWDQ1NA==/z/YuAAAOSwUQFfB6HO/$_2.JPG,https://i.ebayimg.com/00/s/MzAyWDQ1NA==/z/IbgAAOSwy8BfB6Hk/$_2.JPG
6,"
                            1 bedroom in shared 3 bedroom apartment in the Junction!
                        ",", The Junction M6P1N2 ON, Canada",Apartment,670,1,1,43.6641989,-79.4599289,1,1,1,0,0,0,0,300,0,1,82,90,99,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/83cAAOSwDO9fB55p/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/N~AAAOSwtoNfB55Y/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/PBkAAOSwa09fB55i/$_2.JPG
7,"
                            Studio Condo apartment in Toronto
                        ","478 King St W, Toronto, ON M5V 0A8, Canada",Apartment,1800,1,1,43.6454752,-79.3961045,1,1,1,1,1,0,1,550,1,1,98,10,98,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/FKQAAOSwwTtfB53S/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/4d4AAOSwl3tfB53W/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/-UMAAOSwoTBfB53Z/$_2.JPG
8,"
                            Beautiful, newly renovated studio apartment in Toronto downtown
                        ","8 Mercer St, Toronto, ON M5V 0C4, Canada",Condo,1650,Bachelor/Studio,1,43.6460058,-79.3899085,0,1,1,1,1,0,1,460,0,1,97,10,90,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/qioAAOSwkflfB27N/$_27.JPG,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/NvwAAOSwTCBfB25c/$_2.JPG,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/HZcAAOSwraRfB258/$_2.JPG
9,"
                            GORGEOUS, MODERN 1 BEDROOM APARTMENT (Warden Ave & Danforth Rd)
                        ",", Toronto M1L0G2 ON, Canada",Apartment,1650,1,1,43.7007321,-79.2734801,0,0,0,1,0,0,0,550,0,1,31,76,50,https://i.ebayimg.com/00/s/MzAyWDQ1NA==/z/FxUAAOSwUl9fB51z/$_27.JPG,https://i.ebayimg.com/00/s/MzE4WDQ4MA==/z/IB8AAOSwnyFfB511/$_2.JPG,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/erwAAOSwqZpfB514/$_2.JPG
